sub,eye,measure,bin,bin_n,pow,perc,rt
sub023,open,absolute,b5,5,6.52775876536793e-27,0.913793103448276,0.601379310344828
sub023,closed,absolute,b1,1,2.80577729803703e-27,0.864406779661017,0.713036723163842
sub023,closed,absolute,b2,2,4.45053403054284e-27,0.864406779661017,0.708714689265537
sub023,closed,absolute,b3,3,5.9988264956422e-27,0.847457627118644,0.688448275862069
sub023,closed,absolute,b4,4,8.06013848452839e-27,0.864406779661017,0.692341954022988
sub023,closed,absolute,b5,5,1.33375726978168e-26,0.830508474576271,0.723785310734463
sub023,open,relative,b1,1,-0.564364565689432,0.793103448275862,0.616125730994152
sub023,open,relative,b2,2,-0.179968902577954,0.827586206896552,0.691451149425287
sub023,open,relative,b3,3,0.317799405411866,0.879310344827586,0.666666666666667
sub023,open,relative,b4,4,0.959985754096022,0.844827586206897,0.656048850574713
sub023,open,relative,b5,5,3.35544538191605,0.913793103448276,0.618362068965517
sub023,closed,relative,b1,1,-0.594918551011546,0.898305084745763,0.707146892655367
sub023,closed,relative,b2,2,-0.321533024615666,0.813559322033898,0.715706214689265
sub023,closed,relative,b3,3,-0.0422914328526043,0.864406779661017,0.70139367816092
sub023,closed,relative,b4,4,0.416313113003178,0.898305084745763,0.68816091954023
sub023,closed,relative,b5,5,1.51262985259859,0.796610169491525,0.716793785310734
sub023,open,lat,b1,1,-0.382089498848586,0.827586206896552,0.676067251461988
sub023,open,lat,b2,2,-0.0904092337207027,0.844827586206897,0.63367816091954
sub023,open,lat,b3,3,0.12142625720309,0.844827586206897,0.701081871345029
sub023,open,lat,b4,4,0.308076612967559,0.896551724137931,0.615689655172414
sub023,open,lat,b5,5,0.567928520626697,0.844827586206897,0.623764367816092
sub023,closed,lat,b1,1,-0.337063239125764,0.847457627118644,0.719382183908046
sub023,closed,lat,b2,2,-0.0719052140861755,0.898305084745763,0.674094827586207
sub023,closed,lat,b3,3,0.0919013849909405,0.915254237288136,0.706186440677966
sub023,closed,lat,b4,4,0.25561574806257,0.796610169491525,0.687132768361582
sub023,closed,lat,b5,5,0.493979905110401,0.813559322033898,0.740833333333333
sub024,open,baseline,b1,1,4.10346795566889e-28,0.862068965517241,0.634269005847953
sub024,open,baseline,b2,2,7.10892136262812e-28,0.862068965517241,0.638879310344828
sub024,open,baseline,b3,3,1.15872298376451e-27,0.844827586206897,0.624985380116959
sub024,open,baseline,b4,4,1.97174853257527e-27,0.724137931034483,0.601221264367816
sub024,open,baseline,b5,5,4.66687485528346e-27,0.862068965517241,0.642945402298851
sub024,closed,baseline,b1,1,1.71827542015937e-27,0.66,0.782864583333333
sub024,closed,baseline,b2,2,4.83240681795299e-27,0.7,0.743191489361702
sub024,closed,baseline,b3,3,8.74195924116991e-27,0.7,0.720677083333333
sub024,closed,baseline,b4,4,1.33765760877782e-26,0.7,0.681583333333333
sub024,closed,baseline,b5,5,2.25740120685066e-26,0.7,0.680383333333333
sub024,open,absolute,b1,1,6.02231916738838e-28,0.775862068965517,0.641520467836257
sub024,open,absolute,b2,2,1.29286966126995e-27,0.793103448275862,0.612327586206897
sub024,open,absolute,b3,3,2.61374794358166e-27,0.844827586206897,0.610350877192982
sub024,open,absolute,b4,4,4.32047154506092e-27,0.810344827586207,0.665804597701149
sub024,open,absolute,b5,5,8.48080023126299e-27,0.931034482758621,0.612169540229885
sub024,closed,absolute,b1,1,1.41610914149989e-27,0.74,0.737748226950355
sub024,closed,absolute,b2,2,4.13099900592851e-27,0.76,0.777414965986395
sub024,closed,absolute,b3,3,8.71182108797869e-27,0.58,0.699600694444444
sub024,closed,absolute,b4,4,1.30729275855101e-26,0.7,0.683231292517007
sub024,closed,absolute,b5,5,2.14344957444784e-26,0.66,0.704783333333333
sub024,open,relative,b1,1,-0.61105343448143,0.758620689655172,0.631465517241379
sub024,open,relative,b2,2,0.119730811435007,0.827586206896552,0.638548850574713
sub024,open,relative,b3,3,1.25189618630625,0.827586206896552,0.617485119047619
sub024,open,relative,b4,4,3.36293303589206,0.862068965517241,0.624942528735632
sub024,open,relative,b5,5,11.8227495051358,0.879310344827586,0.629439655172414
sub024,closed,relative,b1,1,-0.608273348523373,0.78,0.682760416666667
sub024,closed,relative,b2,2,-0.294148801485026,0.74,0.769489795918367
sub024,closed,relative,b3,3,0.0255965979255234,0.6,0.713177083333333
sub024,closed,relative,b4,4,0.567989031811688,0.7,0.707216666666667
sub024,closed,relative,b5,5,3.30324535028354,0.62,0.729479166666667
sub024,open,lat,b1,1,-0.344926913831839,0.862068965517241,0.631537356321839
sub024,open,lat,b2,2,-0.131676797507517,0.810344827586207,0.622298850574713
sub024,open,lat,b3,3,0.00562587698579228,0.775862068965517,0.651875
sub024,open,lat,b4,4,0.149471557826108,0.844827586206897,0.615747126436782
sub024,open,lat,b5,5,0.382517630909267,0.862068965517241,0.621609195402299
sub024,closed,lat,b1,1,-0.323089763065257,0.66,0.69765
sub024,closed,lat,b2,2,-0.138570631257544,0.7,0.676145833333333
sub024,closed,lat,b3,3,-0.0266031886667448,0.76,0.762755102040816
sub024,closed,lat,b4,4,0.138928504122431,0.66,0.715833333333333
sub024,closed,lat,b5,5,0.348141865223921,0.68,0.748066666666667
sub025,open,baseline,b1,1,7.20958985393238e-28,0.520833333333333,0.805283687943262
sub025,open,baseline,b2,2,1.49295435377185e-27,0.604166666666667,0.83546875
sub025,open,baseline,b3,3,2.54593054506851e-27,0.625,0.805798611111111
sub025,open,baseline,b4,4,5.20443327556521e-27,0.5,0.805656028368794
sub025,open,baseline,b5,5,1.21662672354699e-26,0.5,0.773715277777778
sub025,closed,baseline,b1,1,1.36717487527014e-26,0.702127659574468,0.858067375886525
sub025,closed,baseline,b2,2,1.99812814471855e-26,0.638297872340426,0.835460992907801
sub025,closed,baseline,b3,3,2.5281011051565e-26,0.617021276595745,0.811276595744681
sub025,closed,baseline,b4,4,3.10272851770328e-26,0.680851063829787,0.812021276595745
sub025,closed,baseline,b5,5,4.23874807773106e-26,0.553191489361702,0.809311594202899
sub025,open,absolute,b1,1,1.08942705615402e-27,0.541666666666667,0.848611111111111
sub025,open,absolute,b2,2,2.44840641619262e-27,0.5,0.853971631205674
sub025,open,absolute,b3,3,5.08516734949944e-27,0.479166666666667,0.788404255319149
sub025,open,absolute,b4,4,9.08963648865681e-27,0.583333333333333,0.748385416666667
sub025,open,absolute,b5,5,1.90393160923382e-26,0.645833333333333,0.774774305555555
sub025,closed,absolute,b1,1,1.47456082098394e-26,0.659574468085106,0.797074468085106
sub025,closed,absolute,b2,2,2.08526979401814e-26,0.680851063829787,0.849450354609929
sub025,closed,absolute,b3,3,2.7118515583943e-26,0.659574468085106,0.825326086956522
sub025,closed,absolute,b4,4,3.36238863428121e-26,0.48936170212766,0.827943262411348
sub025,closed,absolute,b5,5,4.90470386517108e-26,0.702127659574468,0.833670212765957
sub025,open,relative,b1,1,-0.673638527463638,0.458333333333333,0.835451388888889
sub025,open,relative,b2,2,0.0290958900771246,0.541666666666667,0.780904255319149
sub025,open,relative,b3,3,0.875898880184793,0.5625,0.830399305555556
sub025,open,relative,b4,4,2.81851505620965,0.5,0.781613475177305
sub025,open,relative,b5,5,11.995691470942,0.6875,0.786909722222222
sub025,closed,relative,b1,1,-0.463562453932904,0.617021276595745,0.779855072463768
sub025,closed,relative,b2,2,-0.122951131608861,0.595744680851064,0.838138297872341
sub025,closed,relative,b3,3,0.199867366336994,0.659574468085106,0.822446808510638
sub025,closed,relative,b4,4,0.586980407358227,0.702127659574468,0.853156028368794
sub025,closed,relative,b5,5,1.91584257636143,0.595744680851064,0.83718085106383
sub025,open,lat,b1,1,-0.317523971110084,0.583333333333333,0.835607638888889
sub025,open,lat,b2,2,-0.10366317118742,0.5625,0.792170138888889
sub025,open,lat,b3,3,0.0544885078091589,0.5625,0.764237588652482
sub025,open,lat,b4,4,0.186434156743542,0.5,0.840954861111111
sub025,open,lat,b5,5,0.374045173577134,0.541666666666667,0.781968085106383
sub025,closed,lat,b1,1,-0.314725529858524,0.74468085106383,0.820018115942029
sub025,closed,lat,b2,2,-0.105850758822471,0.446808510638298,0.832553191489362
sub025,closed,lat,b3,3,0.0128751126995255,0.595744680851064,0.839148936170213
sub025,closed,lat,b4,4,0.15446610183967,0.702127659574468,0.840921985815603
sub025,closed,lat,b5,5,0.366535404010657,0.680851063829787,0.804698581560284
sub026,open,baseline,b1,1,3.20451145608077e-28,0.678571428571429,0.831342592592593
sub026,open,baseline,b2,2,4.76333066423917e-28,0.785714285714286,0.812742424242424
sub026,open,baseline,b3,3,7.16037878051865e-28,0.839285714285714,0.756279761904762
sub026,open,baseline,b4,4,1.30523365292032e-27,0.678571428571429,0.85312893081761
sub026,open,baseline,b5,5,3.13150610933049e-27,0.767857142857143,0.791934523809524
sub026,closed,baseline,b1,1,1.23560077435911e-27,0.679245283018868,0.827339743589744
sub026,closed,baseline,b2,2,2.02917568232856e-27,0.811320754716981,0.821421568627451
sub026,closed,baseline,b3,3,2.61745338130335e-27,0.811320754716981,0.74952614379085
sub026,closed,baseline,b4,4,3.39962161653233e-27,0.754716981132076,0.838541666666667
sub026,closed,baseline,b5,5,5.36257257248329e-27,0.830188679245283,0.812333333333333
sub026,open,absolute,b1,1,3.48725365472502e-28,0.714285714285714,0.809560606060606
sub026,open,absolute,b2,2,6.10131107854369e-28,0.785714285714286,0.848212121212121
sub026,open,absolute,b3,3,9.01112527737168e-28,0.821428571428571,0.802261904761905
sub026,open,absolute,b4,4,1.35273202060421e-27,0.696428571428571,0.819423076923077
sub026,open,absolute,b5,5,3.28358900909863e-27,0.714285714285714,0.766235119047619
sub026,closed,absolute,b1,1,1.10038787265008e-27,0.735849056603774,0.829516666666667
sub026,closed,absolute,b2,2,1.74254318333787e-27,0.69811320754717,0.837990196078431
sub026,closed,absolute,b3,3,2.29957032416743e-27,0.754716981132076,0.830125786163522
sub026,closed,absolute,b4,4,3.12084338905359e-27,0.830188679245283,0.773679245283019
sub026,closed,absolute,b5,5,4.94013032065063e-27,0.849056603773585,0.794030612244898
sub026,open,relative,b1,1,-0.606413588709682,0.785714285714286,0.835863095238095
sub026,open,relative,b2,2,-0.201026327076898,0.714285714285714,0.838621212121212
sub026,open,relative,b3,3,0.37658718888286,0.732142857142857,0.746194968553459
sub026,open,relative,b4,4,1.15735525655852,0.75,0.802157738095238
sub026,open,relative,b5,5,5.02291383967692,0.75,0.817700617283951
sub026,closed,relative,b1,1,-0.547569848948242,0.735849056603774,0.856683673469388
sub026,closed,relative,b2,2,-0.239089653275498,0.792452830188679,0.773427672955975
sub026,closed,relative,b3,3,0.0519744021260702,0.811320754716981,0.778766025641026
sub026,closed,relative,b4,4,0.626452556921453,0.735849056603774,0.828153594771242
sub026,closed,relative,b5,5,2.31525576265018,0.792452830188679,0.805261437908497
sub026,open,lat,b1,1,-0.269929476114731,0.696428571428571,0.788820754716981
sub026,open,lat,b2,2,-0.114702208601836,0.803571428571429,0.818764880952381
sub026,open,lat,b3,3,-0.0089743686169513,0.714285714285714,0.856981132075472
sub026,open,lat,b4,4,0.0925766087393141,0.75,0.789211309523809
sub026,open,lat,b5,5,0.244327907295799,0.767857142857143,0.7959375
sub026,closed,lat,b1,1,-0.280229218360044,0.792452830188679,0.775929487179487
sub026,closed,lat,b2,2,-0.107422344041205,0.773584905660377,0.833569182389937
sub026,closed,lat,b3,3,-0.00241602694275316,0.773584905660377,0.806733333333333
sub026,closed,lat,b4,4,0.0974617224004447,0.773584905660377,0.848283333333333
sub026,closed,lat,b5,5,0.274854406273959,0.773584905660377,0.788186274509804
sub027,open,baseline,b1,1,6.84825246417599e-28,0.781818181818182,0.726984848484848
sub027,open,baseline,b2,2,2.12676945945164e-27,0.709090909090909,0.684409090909091
sub027,open,baseline,b3,3,3.83455573984764e-27,0.818181818181818,0.669924242424243
sub027,open,baseline,b4,4,6.31285603249611e-27,0.654545454545455,0.712151515151515
sub027,open,baseline,b5,5,1.12467508726191e-26,0.763636363636364,0.706757575757576
sub027,closed,baseline,b1,1,4.94764745992292e-27,0.60377358490566,0.743993710691824
sub027,closed,baseline,b2,2,7.12020120193716e-27,0.773584905660377,0.701808176100629
sub027,closed,baseline,b3,3,9.17484834328369e-27,0.716981132075472,0.696918238993711
sub027,closed,baseline,b4,4,1.14734075416917e-26,0.754716981132076,0.717830188679245
sub027,closed,baseline,b5,5,1.6879492563336e-26,0.830188679245283,0.670062893081761
sub027,open,absolute,b1,1,2.26474394259971e-27,0.690909090909091,0.669484848484848
sub027,open,absolute,b2,2,4.62158400859613e-27,0.763636363636364,0.70480303030303
sub027,open,absolute,b3,3,6.38111697960013e-27,0.781818181818182,0.717954545454545
sub027,open,absolute,b4,4,8.58701516277923e-27,0.763636363636364,0.7115
sub027,open,absolute,b5,5,1.35875427893865e-26,0.727272727272727,0.696954545454545
sub027,closed,absolute,b1,1,4.7762046246974e-27,0.811320754716981,0.720094339622641
sub027,closed,absolute,b2,2,6.89120345604525e-27,0.622641509433962,0.717421383647799
sub027,closed,absolute,b3,3,8.71677911628592e-27,0.735849056603774,0.691446540880503
sub027,closed,absolute,b4,4,1.10510881475408e-26,0.679245283018868,0.685487421383648
sub027,closed,absolute,b5,5,1.65001952687943e-26,0.830188679245283,0.716210691823899
sub027,open,relative,b1,1,-0.468320230888636,0.781818181818182,0.719121212121212
sub027,open,relative,b2,2,0.103922907593288,0.654545454545455,0.70580303030303
sub027,open,relative,b3,3,0.984961294574102,0.781818181818182,0.671227272727273
sub027,open,relative,b4,4,2.44936840862668,0.727272727272727,0.670393939393939
sub027,open,relative,b5,5,10.0377725799216,0.818181818181818,0.729984848484848
sub027,closed,relative,b1,1,-0.528694054063341,0.811320754716981,0.717075471698113
sub027,closed,relative,b2,2,-0.2048654884442,0.716981132075472,0.669056603773585
sub027,closed,relative,b3,3,0.0822087126383279,0.679245283018868,0.700408805031446
sub027,closed,relative,b4,4,0.502403427033148,0.69811320754717,0.722421383647799
sub027,closed,relative,b5,5,1.57440450799454,0.773584905660377,0.709685534591195
sub027,open,lat,b1,1,-0.491377240923195,0.745454545454545,0.716030303030303
sub027,open,lat,b2,2,-0.266652979632525,0.690909090909091,0.717833333333333
sub027,open,lat,b3,3,0.118172747350483,0.8,0.705378787878788
sub027,open,lat,b4,4,0.369714147360204,0.709090909090909,0.669969696969697
sub027,open,lat,b5,5,0.586677174337651,0.8,0.690833333333333
sub027,closed,lat,b1,1,-0.49388059952974,0.641509433962264,0.740393081761006
sub027,closed,lat,b2,2,-0.264564083844349,0.830188679245283,0.735471698113208
sub027,closed,lat,b3,3,0.0214652261373067,0.735849056603774,0.705204402515723
sub027,closed,lat,b4,4,0.320782434947269,0.679245283018868,0.66624213836478
sub027,closed,lat,b5,5,0.553295921868268,0.792452830188679,0.689182389937107
sub028,open,baseline,b1,1,3.02131284629583e-27,0.719298245614035,0.84580303030303
sub028,open,baseline,b2,2,6.15697800984696e-27,0.771929824561403,0.889753086419753
sub028,open,baseline,b3,3,8.56867201437591e-27,0.87719298245614,0.860378787878788
sub028,open,baseline,b4,4,1.1655676123816e-26,0.807017543859649,0.781125730994152
sub028,open,baseline,b5,5,1.78183411397134e-26,0.789473684210526,0.793976608187135
sub028,closed,baseline,b1,1,1.07766105205028e-26,0.714285714285714,0.88161858974359
sub028,closed,baseline,b2,2,1.71690994226909e-26,0.785714285714286,0.867154088050314
sub028,closed,baseline,b3,3,2.12601629482347e-26,0.767857142857143,0.833899371069182
sub028,closed,baseline,b4,4,2.67740426047455e-26,0.892857142857143,0.871863636363636
sub028,closed,baseline,b5,5,3.91542708850278e-26,0.642857142857143,0.821469696969697
sub028,open,absolute,b1,1,2.87309905206051e-27,0.771929824561403,0.842939393939394
sub028,open,absolute,b2,2,5.39171602041353e-27,0.859649122807018,0.856727272727273
sub028,open,absolute,b3,3,7.57027260977437e-27,0.736842105263158,0.790043859649123
sub028,open,absolute,b4,4,1.03642146046863e-26,0.842105263157895,0.866203703703704
sub028,open,absolute,b5,5,1.73618824827709e-26,0.754385964912281,0.813654970760234
sub028,closed,absolute,b1,1,9.5288807239263e-27,0.821428571428571,0.887232704402516
sub028,closed,absolute,b2,2,1.56621470818013e-26,0.767857142857143,0.857909090909091
sub028,closed,absolute,b3,3,2.05494731557926e-26,0.75,0.868163580246914
sub028,closed,absolute,b4,4,2.72562256647808e-26,0.75,0.841933962264151
sub028,closed,absolute,b5,5,3.87856912069316e-26,0.714285714285714,0.817452830188679
sub028,open,relative,b1,1,-0.690963222801294,0.859649122807018,0.818187134502924
sub028,open,relative,b2,2,-0.344882597991149,0.771929824561403,0.828194444444445
sub028,open,relative,b3,3,0.0418731170017766,0.859649122807018,0.817836257309942
sub028,open,relative,b4,4,0.743888274483882,0.754385964912281,0.850545454545455
sub028,open,relative,b5,5,3.65645911336039,0.719298245614035,0.852939393939394
sub028,closed,relative,b1,1,-0.513033529143743,0.785714285714286,0.890555555555555
sub028,closed,relative,b2,2,-0.184919595036752,0.839285714285714,0.797863636363636
sub028,closed,relative,b3,3,0.113508307273607,0.821428571428571,0.875772727272727
sub028,closed,relative,b4,4,0.524028368007824,0.642857142857143,0.862692307692308
sub028,closed,relative,b5,5,1.54482978696517,0.714285714285714,0.849342948717949
sub028,open,lat,b1,1,-0.349844397766442,0.754385964912281,0.845208333333333
sub028,open,lat,b2,2,-0.0242073599603392,0.736842105263158,0.819952830188679
sub028,open,lat,b3,3,0.190898350185399,0.842105263157895,0.816681286549708
sub028,open,lat,b4,4,0.34610949208531,0.789473684210526,0.809015151515152
sub028,open,lat,b5,5,0.584110233485475,0.842105263157895,0.874239766081871
sub028,closed,lat,b1,1,-0.467239649013072,0.696428571428571,0.893757575757576
sub028,closed,lat,b2,2,-0.149978436270873,0.767857142857143,0.835030864197531
sub028,closed,lat,b3,3,0.124832561799167,0.821428571428571,0.827191358024691
sub028,closed,lat,b4,4,0.347370964190595,0.803571428571429,0.871057692307692
sub028,closed,lat,b5,5,0.559713607182638,0.714285714285714,0.856006289308176
sub029,open,baseline,b1,1,2.27556594006784e-28,0.842105263157895,0.79969298245614
sub029,open,baseline,b2,2,3.02237433642107e-28,0.771929824561403,0.81430303030303
sub029,open,baseline,b3,3,3.67419813037692e-28,0.842105263157895,0.832792397660819
sub029,open,baseline,b4,4,4.76006830944268e-28,0.736842105263158,0.856636904761905
sub029,open,baseline,b5,5,8.31805783825583e-28,0.684210526315789,0.883765432098765
sub029,closed,baseline,b1,1,3.28899875982943e-28,0.517241379310345,0.962018518518519
sub029,closed,baseline,b2,2,6.67912976553865e-28,0.603448275862069,0.934346405228758
sub029,closed,baseline,b3,3,1.10808922648589e-27,0.724137931034483,0.937984848484849
sub029,closed,baseline,b4,4,1.77264148888939e-27,0.672413793103448,0.912037037037037
sub029,closed,baseline,b5,5,3.25273646801534e-27,0.724137931034483,0.84809748427673
sub029,open,absolute,b1,1,2.21547001206471e-28,0.719298245614035,0.851038011695907
sub029,open,absolute,b2,2,3.18144446045139e-28,0.859649122807018,0.809605263157895
sub029,open,absolute,b3,3,3.9957446186647e-28,0.771929824561403,0.826264880952381
sub029,open,absolute,b4,4,5.16954344295567e-28,0.754385964912281,0.827530303030303
sub029,open,absolute,b5,5,8.21698256807705e-28,0.771929824561403,0.872345679012346
sub029,closed,absolute,b1,1,2.58063743543569e-28,0.517241379310345,0.975296296296296
sub029,closed,absolute,b2,2,3.98242340273334e-28,0.603448275862069,1.02777777777778
sub029,closed,absolute,b3,3,6.61920037392733e-28,0.586206896551724,0.908666666666667
sub029,closed,absolute,b4,4,1.28843747514058e-27,0.793103448275862,0.853958333333333
sub029,closed,absolute,b5,5,2.90726934744493e-27,0.741379310344828,0.851549707602339
sub029,open,relative,b1,1,-0.48627747862254,0.754385964912281,0.856900584795321
sub029,open,relative,b2,2,-0.120238683637245,0.789473684210526,0.8353125
sub029,open,relative,b3,3,0.175101626521941,0.736842105263158,0.82269696969697
sub029,open,relative,b4,4,0.54406462109702,0.754385964912281,0.828106060606061
sub029,open,relative,b5,5,1.40028401589115,0.842105263157895,0.843556547619048
sub029,closed,relative,b1,1,-0.739167082618572,0.603448275862069,0.947023809523809
sub029,closed,relative,b2,2,-0.473780354317108,0.689655172413793,0.967021604938272
sub029,closed,relative,b3,3,-0.150095482170166,0.603448275862069,0.915915032679739
sub029,closed,relative,b4,4,0.377747832620233,0.603448275862069,0.902760416666667
sub029,closed,relative,b5,5,2.14312754184529,0.724137931034483,0.868244047619048
sub029,open,lat,b1,1,-0.506433126877815,0.807017543859649,0.824508928571429
sub029,open,lat,b2,2,-0.272100307400569,0.842105263157895,0.803928571428571
sub029,open,lat,b3,3,0.0179661723746432,0.87719298245614,0.827616959064327
sub029,open,lat,b4,4,0.270832130911622,0.684210526315789,0.869494047619048
sub029,open,lat,b5,5,0.521155033746097,0.666666666666667,0.861033950617284
sub029,closed,lat,b1,1,-0.55668425475079,0.758620689655172,0.880756172839506
sub029,closed,lat,b2,2,-0.330094819365298,0.672413793103448,0.924330357142857
sub029,closed,lat,b3,3,0.0177478569894941,0.637931034482759,0.909485815602837
sub029,closed,lat,b4,4,0.368118776178257,0.517241379310345,0.944542483660131
sub029,closed,lat,b5,5,0.590779658950233,0.655172413793103,0.938382352941177
sub030,open,baseline,b1,1,7.1047135135612e-28,0.683333333333333,0.643079096045198
sub030,open,baseline,b2,2,1.32069468178635e-27,0.683333333333333,0.637844827586207
sub030,open,baseline,b3,3,1.9743546952261e-27,0.75,0.670734463276836
sub030,open,baseline,b4,4,2.8227169425024e-27,0.8,0.634236111111111
sub030,open,baseline,b5,5,5.13042232383934e-27,0.9,0.647669491525424
sub030,closed,baseline,b1,1,3.63748470379853e-27,0.775862068965517,0.647227011494253
sub030,closed,baseline,b2,2,6.08577988734019e-27,0.758620689655172,0.653523391812865
sub030,closed,baseline,b3,3,8.19173978452629e-27,0.810344827586207,0.659554597701149
sub030,closed,baseline,b4,4,1.13955835991886e-26,0.913793103448276,0.621997126436782
sub030,closed,baseline,b5,5,1.86103508773313e-26,0.758620689655172,0.637341954022988
sub030,open,absolute,b1,1,8.20505164012991e-28,0.766666666666667,0.638785310734463
sub030,open,absolute,b2,2,1.36353817344192e-27,0.766666666666667,0.633763888888889
sub030,open,absolute,b3,3,2.00534859934018e-27,0.783333333333333,0.63882183908046
sub030,open,absolute,b4,4,2.82658213190458e-27,0.683333333333333,0.653534482758621
sub030,open,absolute,b5,5,5.22709775731159e-27,0.8,0.666694444444444
sub030,closed,absolute,b1,1,2.648005957988e-27,0.810344827586207,0.638304597701149
sub030,closed,absolute,b2,2,4.98213379465079e-27,0.758620689655172,0.695474137931034
sub030,closed,absolute,b3,3,7.24416181440893e-27,0.844827586206897,0.653376436781609
sub030,closed,absolute,b4,4,9.84873751506418e-27,0.793103448275862,0.631578947368421
sub030,closed,absolute,b5,5,1.78566904367345e-26,0.810344827586207,0.608534482758621
sub030,open,relative,b1,1,-0.583709237334354,0.8,0.637198275862069
sub030,open,relative,b2,2,-0.20244567844853,0.8,0.65725
sub030,open,relative,b3,3,0.272028091052117,0.916666666666667,0.621166666666667
sub030,open,relative,b4,4,0.977054065965642,0.666666666666667,0.671336206896552
sub030,open,relative,b5,5,3.47258795817777,0.65,0.648728813559322
sub030,closed,relative,b1,1,-0.651110383835052,0.844827586206897,0.640272988505747
sub030,closed,relative,b2,2,-0.323578123548349,0.724137931034483,0.659827586206897
sub030,closed,relative,b3,3,0.0124001975643394,0.827586206896552,0.66448275862069
sub030,closed,relative,b4,4,0.481377618793691,0.775862068965517,0.62140350877193
sub030,closed,relative,b5,5,1.8935335273236,0.827586206896552,0.627356321839081
sub030,open,lat,b1,1,-0.292719844522503,0.883333333333333,0.63875
sub030,open,lat,b2,2,-0.0928465287920511,0.666666666666667,0.686291666666667
sub030,open,lat,b3,3,0.0270765981815765,0.783333333333333,0.638721264367816
sub030,open,lat,b4,4,0.134185484602437,0.75,0.656709770114943
sub030,open,lat,b5,5,0.311464745623278,0.716666666666667,0.618545197740113
sub030,closed,lat,b1,1,-0.399659353407625,0.827586206896552,0.622112068965517
sub030,closed,lat,b2,2,-0.181895885682051,0.896551724137931,0.620215517241379
sub030,closed,lat,b3,3,0.0252160389051518,0.793103448275862,0.661885964912281
sub030,closed,lat,b4,4,0.195253642024385,0.758620689655172,0.667672413793103
sub030,closed,lat,b5,5,0.43451086948925,0.775862068965517,0.645344827586207
sub031,open,baseline,b1,1,7.26842371656204e-28,0.641509433962264,0.676352201257862
sub031,open,baseline,b2,2,2.14829719695279e-27,0.69811320754717,0.714054487179487
sub031,open,baseline,b3,3,3.61386980291041e-27,0.716981132075472,0.782578616352201
sub031,open,baseline,b4,4,6.16368464130939e-27,0.735849056603774,0.70161858974359
sub031,open,baseline,b5,5,1.11859978993096e-26,0.679245283018868,0.714433962264151
sub031,closed,baseline,b1,1,1.44508840043057e-27,0.5,0.91962962962963
sub031,closed,baseline,b2,2,4.38296417141294e-27,0.673076923076923,0.808300653594771
sub031,closed,baseline,b3,3,7.12399495292884e-27,0.653846153846154,0.748317307692308
sub031,closed,baseline,b4,4,1.03813414651149e-26,0.596153846153846,0.729738562091503
sub031,closed,baseline,b5,5,1.64188363781173e-26,0.730769230769231,0.760240384615385
sub031,open,absolute,b1,1,1.39592211825043e-27,0.641509433962264,0.715330188679245
sub031,open,absolute,b2,2,4.32142979503868e-27,0.60377358490566,0.757467320261438
sub031,open,absolute,b3,3,6.65351603517705e-27,0.773584905660377,0.72624213836478
sub031,open,absolute,b4,4,9.42032618851015e-27,0.660377358490566,0.69872641509434
sub031,open,absolute,b5,5,1.41210328476774e-26,0.792452830188679,0.69314465408805
sub031,closed,absolute,b1,1,9.5376529316066e-28,0.5,0.950615942028985
sub031,closed,absolute,b2,2,2.81098196003163e-27,0.673076923076923,0.75093137254902
sub031,closed,absolute,b3,3,5.78698154005595e-27,0.711538461538462,0.75859477124183
sub031,closed,absolute,b4,4,9.04766026506585e-27,0.653846153846154,0.803910256410256
sub031,closed,absolute,b5,5,1.56921328704939e-26,0.615384615384615,0.686356209150327
sub031,open,relative,b1,1,-0.469743566569306,0.584905660377358,0.710723270440252
sub031,open,relative,b2,2,0.0959459336010818,0.773584905660377,0.730080128205128
sub031,open,relative,b3,3,0.735709726326746,0.735849056603774,0.743050314465409
sub031,open,relative,b4,4,1.99546643969271,0.660377358490566,0.706089743589744
sub031,open,relative,b5,5,8.81628325790531,0.716981132075472,0.699481132075472
sub031,closed,relative,b1,1,-0.700042715628747,0.673076923076923,0.7961
sub031,closed,relative,b2,2,-0.378260395401255,0.711538461538462,0.77952380952381
sub031,closed,relative,b3,3,-0.0754818215921057,0.538461538461538,0.770408496732026
sub031,closed,relative,b4,4,0.335460138720055,0.653846153846154,0.843157051282051
sub031,closed,relative,b5,5,2.13740126092008,0.557692307692308,0.753860544217687
sub031,open,lat,b1,1,-0.441985853711874,0.660377358490566,0.698365384615385
sub031,open,lat,b2,2,-0.175419810511426,0.735849056603774,0.750400641025641
sub031,open,lat,b3,3,0.0810096548490106,0.60377358490566,0.724827044025157
sub031,open,lat,b4,4,0.292010452039045,0.716981132075472,0.699025157232704
sub031,open,lat,b5,5,0.529706874431866,0.754716981132076,0.717044025157233
sub031,closed,lat,b1,1,-0.440529469854457,0.538461538461538,0.79525641025641
sub031,closed,lat,b2,2,-0.171181073085467,0.711538461538462,0.80047385620915
sub031,closed,lat,b3,3,0.0157385298954474,0.769230769230769,0.75011217948718
sub031,closed,lat,b4,4,0.2451961970154,0.576923076923077,0.815980392156863
sub031,closed,lat,b5,5,0.470279231056113,0.557692307692308,0.783851851851852
sub032,open,baseline,b1,1,7.04164704109157e-28,0.627118644067797,0.69375
sub032,open,baseline,b2,2,1.24137546688735e-27,0.610169491525424,0.696497175141243
