sub,eyes,measure,roi,cond,compare,value
sub012,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.0326838923747592
sub012,open,somato lateralisation index,max,fast,rt,0.182480239114852
sub012,open,somato lateralisation index,max,slow,rt,0.16077717194933
sub012,open,absolute,v1,correct,accuracy,4.49389350358134
sub012,open,absolute,v1,incorrect,accuracy,4.56234421365882
sub012,open,absolute,v1,correct_e,accuracy_e,4.5393601427634
sub012,open,absolute,v1,incorrect_e,accuracy_e,4.56234421365882
sub012,open,absolute,v1,fast,rt,4.64716643812095
sub012,open,absolute,v1,slow,rt,4.33258775975768
sub012,closed,visual power,v1,correct,accuracy,-0.0351800008447983
sub012,closed,visual power,v1,incorrect,accuracy,-0.157202545317061
sub012,closed,visual power,v1,correct_e,accuracy_e,0.123358863165104
sub012,closed,visual power,v1,incorrect_e,accuracy_e,-0.157202545317061
sub012,closed,visual power,v1,fast,rt,-0.0799405452546356
sub012,closed,visual power,v1,slow,rt,0.0124445110073025
sub012,closed,somato lateralisation index,max,correct,accuracy,0.0855104253087249
sub012,closed,somato lateralisation index,max,incorrect,accuracy,0.186953794861165
sub012,closed,somato lateralisation index,max,correct_e,accuracy_e,-0.0319013955227287
sub012,closed,somato lateralisation index,max,incorrect_e,accuracy_e,0.186953794861165
sub012,closed,somato lateralisation index,max,fast,rt,0.117332598982292
sub012,closed,somato lateralisation index,max,slow,rt,0.0530066348531584
sub012,closed,absolute,v1,correct,accuracy,5.5751347566279
sub012,closed,absolute,v1,incorrect,accuracy,5.22659124427327
sub012,closed,absolute,v1,correct_e,accuracy_e,5.56167377222409
sub012,closed,absolute,v1,incorrect_e,accuracy_e,5.22659124427327
sub012,closed,absolute,v1,fast,rt,5.42240647595368
sub012,closed,absolute,v1,slow,rt,5.73348023533813
sub017,open,visual power,v1,correct,accuracy,0.048410193660878
sub017,open,visual power,v1,incorrect,accuracy,0.318356976526002
sub017,open,visual power,v1,correct_e,accuracy_e,-0.0392724277456781
sub017,open,visual power,v1,incorrect_e,accuracy_e,0.318356976526002
sub017,open,visual power,v1,fast,rt,-0.0312872930793158
sub017,open,visual power,v1,slow,rt,0.13272413757962
sub017,open,somato lateralisation index,max,correct,accuracy,0.194380047212108
sub017,open,somato lateralisation index,max,incorrect,accuracy,0.232233010697731
sub017,open,somato lateralisation index,max,correct_e,accuracy_e,0.358968173010595
sub017,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.232233010697731
sub017,open,somato lateralisation index,max,fast,rt,0.397371573170014
sub017,open,somato lateralisation index,max,slow,rt,0.0397186665349521
sub017,open,absolute,v1,correct,accuracy,3.63779659187996
sub017,open,absolute,v1,incorrect,accuracy,3.17989817068302
sub017,open,absolute,v1,correct_e,accuracy_e,3.84701078384986
sub017,open,absolute,v1,incorrect_e,accuracy_e,3.17989817068302
sub017,open,absolute,v1,fast,rt,3.6711019085511
sub017,open,absolute,v1,slow,rt,3.62438013045478
sub017,closed,visual power,v1,correct,accuracy,-0.176878070626518
sub017,closed,visual power,v1,incorrect,accuracy,-0.242370313284205
sub017,closed,visual power,v1,correct_e,accuracy_e,-0.323169853129202
sub017,closed,visual power,v1,incorrect_e,accuracy_e,-0.242370313284205
sub017,closed,visual power,v1,fast,rt,-0.251179096356904
sub017,closed,visual power,v1,slow,rt,-0.0850132984713187
sub017,closed,somato lateralisation index,max,correct,accuracy,0.203162921609643
sub017,closed,somato lateralisation index,max,incorrect,accuracy,0.280119938487348
sub017,closed,somato lateralisation index,max,correct_e,accuracy_e,0.139633963965848
sub017,closed,somato lateralisation index,max,incorrect_e,accuracy_e,0.280119938487348
