sub,eye,measure,window,compare,cond,value
sub024,open,laterilsation index,500pre,rt,fast,-0.001
sub024,open,laterilsation index,500pre,rt,slow,-0.031
sub024,open,visual power,500pre,accuracy_e,correct_e,-0.031
sub024,open,visual power,500pre,accuracy_e,incorrect_e,-0.031
sub024,open,visual power,500pre,rt,fast,-0.031
sub024,open,visual power,500pre,rt,slow,-0.031
sub024,open,somato-visual balance,500pre,accuracy_e,correct_e,-0.031
sub024,open,somato-visual balance,500pre,accuracy_e,incorrect_e,-0.031
sub024,open,somato-visual balance,500pre,rt,fast,-0.031
sub024,open,somato-visual balance,500pre,rt,slow,-0.031
sub024,closed,laterilsation index,500pre,accuracy_e,correct_e,0.053
sub024,closed,laterilsation index,500pre,accuracy_e,incorrect_e,-0.009
sub024,closed,laterilsation index,500pre,rt,fast,0.009
sub024,closed,laterilsation index,500pre,rt,slow,0.026
sub024,closed,visual power,500pre,accuracy_e,correct_e,0.026
sub024,closed,visual power,500pre,accuracy_e,incorrect_e,0.026
sub024,closed,visual power,500pre,rt,fast,0.026
sub024,closed,visual power,500pre,rt,slow,0.026
sub024,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.026
sub024,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.026
sub024,closed,somato-visual balance,500pre,rt,fast,0.026
sub024,closed,somato-visual balance,500pre,rt,slow,0.026
