sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,open,visual power,v2,slow,rt,500pre,source,beta,-0.0544931718099426
sub002,open,visual power,v3,correct,accuracy,500pre,source,beta,-0.0388673598280806
sub002,open,visual power,v3,incorrect,accuracy,500pre,source,beta,0.312768515390896
sub002,open,visual power,v3,correct_e,accuracy_e,500pre,source,beta,0.0380164370615694
sub002,open,visual power,v3,incorrect_e,accuracy_e,500pre,source,beta,0.312768515390896
sub002,open,visual power,v3,fast,rt,500pre,source,beta,0.00218226686723687
sub002,open,visual power,v3,slow,rt,500pre,source,beta,-0.00812228271982761
sub002,open,somato lateralisation index,max,correct,accuracy,500pre,source,beta,-0.0296350428419749
sub002,open,somato lateralisation index,max,incorrect,accuracy,500pre,source,beta,0.092406764860521
sub002,open,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,0.0386222294385639
sub002,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,0.092406764860521
sub002,open,somato lateralisation index,max,fast,rt,500pre,source,beta,-0.00444750493380449
sub002,open,somato lateralisation index,max,slow,rt,500pre,source,beta,-0.0471230383129973
sub002,open,somatovisual balance,max-v1,correct,accuracy,500pre,source,beta,-0.985533255656895
sub002,open,somatovisual balance,max-v1,incorrect,accuracy,500pre,source,beta,-0.989279034785558
sub002,open,somatovisual balance,max-v1,correct_e,accuracy_e,500pre,source,beta,-0.986340592699801
sub002,open,somatovisual balance,max-v1,incorrect_e,accuracy_e,500pre,source,beta,-0.989279034785558
sub002,open,somatovisual balance,max-v1,fast,rt,500pre,source,beta,-0.984778753859211
sub002,open,somatovisual balance,max-v1,slow,rt,500pre,source,beta,-0.986850937944941
sub002,open,somatovisual balance,max-v2,correct,accuracy,500pre,source,beta,-0.979975329602568
sub002,open,somatovisual balance,max-v2,incorrect,accuracy,500pre,source,beta,-0.975125044409043
sub002,open,somatovisual balance,max-v2,correct_e,accuracy_e,500pre,source,beta,-0.977737665132426
sub002,open,somatovisual balance,max-v2,incorrect_e,accuracy_e,500pre,source,beta,-0.975125044409043
sub002,open,somatovisual balance,max-v2,fast,rt,500pre,source,beta,-0.983197631715526
sub002,open,somatovisual balance,max-v2,slow,rt,500pre,source,beta,-0.976991400036225
sub002,open,somatovisual balance,max-v3,correct,accuracy,500pre,source,beta,-0.802766755214964
sub002,open,somatovisual balance,max-v3,incorrect,accuracy,500pre,source,beta,-0.776392238945
sub002,open,somatovisual balance,max-v3,correct_e,accuracy_e,500pre,source,beta,-0.80771100498094
sub002,open,somatovisual balance,max-v3,incorrect_e,accuracy_e,500pre,source,beta,-0.776392238945
sub002,open,somatovisual balance,max-v3,fast,rt,500pre,source,beta,-0.806371635587614
sub002,open,somatovisual balance,max-v3,slow,rt,500pre,source,beta,-0.802471892065791
sub002,closed,visual power,v1,correct,accuracy,500pre,source,beta,0.162207664263123
sub002,closed,visual power,v1,incorrect,accuracy,500pre,source,beta,0.0621467554747399
sub002,closed,visual power,v1,correct_e,accuracy_e,500pre,source,beta,0.024953606883491
sub002,closed,visual power,v1,incorrect_e,accuracy_e,500pre,source,beta,0.0621467554747399
sub002,closed,visual power,v1,fast,rt,500pre,source,beta,0.435607231736914
sub002,closed,visual power,v1,slow,rt,500pre,source,beta,0.00105024710979149
sub002,closed,visual power,v2,correct,accuracy,500pre,source,beta,0.074738101584285
sub002,closed,visual power,v2,incorrect,accuracy,500pre,source,beta,-0.157252231258277
sub002,closed,visual power,v2,correct_e,accuracy_e,500pre,source,beta,-0.0681656132598445
sub002,closed,visual power,v2,incorrect_e,accuracy_e,500pre,source,beta,-0.157252231258277
sub002,closed,visual power,v2,fast,rt,500pre,source,beta,0.318142061690411
sub002,closed,visual power,v2,slow,rt,500pre,source,beta,-0.10712419561111
sub002,closed,visual power,v3,correct,accuracy,500pre,source,beta,0.0415058018290735
sub002,closed,visual power,v3,incorrect,accuracy,500pre,source,beta,-0.174590111980902
sub002,closed,visual power,v3,correct_e,accuracy_e,500pre,source,beta,0.104543584093332
sub002,closed,visual power,v3,incorrect_e,accuracy_e,500pre,source,beta,-0.174590111980902
sub002,closed,visual power,v3,fast,rt,500pre,source,beta,0.167586753502754
sub002,closed,visual power,v3,slow,rt,500pre,source,beta,-0.0621118210255322
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,beta,0.041242628111615
