sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,open,visual power,vtpm V2,fast,rt,500pre,source,alpha,-0.149229712438359
sub002,open,visual power,vtpm V2,slow,rt,500pre,source,alpha,-0.148788283215397
sub002,open,visual power,vtpm V3,correct,accuracy,500pre,source,alpha,-0.110484620794203
sub002,open,visual power,vtpm V3,incorrect,accuracy,500pre,source,alpha,0.0412740429976824
sub002,open,visual power,vtpm V3,correct_e,accuracy_e,500pre,source,alpha,0.0655845070781627
sub002,open,visual power,vtpm V3,incorrect_e,accuracy_e,500pre,source,alpha,0.0412740429976824
sub002,open,visual power,vtpm V3,fast,rt,500pre,source,alpha,-0.02414304747918
sub002,open,visual power,vtpm V3,slow,rt,500pre,source,alpha,-0.165884794588836
sub002,open,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,0.0551069302279164
sub002,open,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.0643427774705791
sub002,open,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,-0.0368761912414266
sub002,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0643427774705791
sub002,open,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.0599913733931264
sub002,open,somato lateralisation index,max,slow,rt,500pre,source,alpha,0.0599965748365798
sub002,open,somatovisual balance,max-vtpm V1,correct,accuracy,500pre,source,alpha,-0.825778856895708
sub002,open,somatovisual balance,max-vtpm V1,incorrect,accuracy,500pre,source,alpha,-0.805724725766959
sub002,open,somatovisual balance,max-vtpm V1,correct_e,accuracy_e,500pre,source,alpha,-0.814779963152146
sub002,open,somatovisual balance,max-vtpm V1,incorrect_e,accuracy_e,500pre,source,alpha,-0.805724725766959
sub002,open,somatovisual balance,max-vtpm V1,fast,rt,500pre,source,alpha,-0.835516500692858
sub002,open,somatovisual balance,max-vtpm V1,slow,rt,500pre,source,alpha,-0.803058158231757
sub002,open,somatovisual balance,max-vtpm V2,correct,accuracy,500pre,source,alpha,-0.86568797128053
sub002,open,somatovisual balance,max-vtpm V2,incorrect,accuracy,500pre,source,alpha,-0.867234908083404
sub002,open,somatovisual balance,max-vtpm V2,correct_e,accuracy_e,500pre,source,alpha,-0.871863684338176
sub002,open,somatovisual balance,max-vtpm V2,incorrect_e,accuracy_e,500pre,source,alpha,-0.867234908083404
sub002,open,somatovisual balance,max-vtpm V2,fast,rt,500pre,source,alpha,-0.880146125742196
sub002,open,somatovisual balance,max-vtpm V2,slow,rt,500pre,source,alpha,-0.842724028443263
sub002,open,somatovisual balance,max-vtpm V3,correct,accuracy,500pre,source,alpha,-0.88266685458252
sub002,open,somatovisual balance,max-vtpm V3,incorrect,accuracy,500pre,source,alpha,-0.864162657774573
sub002,open,somatovisual balance,max-vtpm V3,correct_e,accuracy_e,500pre,source,alpha,-0.866370636603214
sub002,open,somatovisual balance,max-vtpm V3,incorrect_e,accuracy_e,500pre,source,alpha,-0.864162657774573
sub002,open,somatovisual balance,max-vtpm V3,fast,rt,500pre,source,alpha,-0.888449133856545
sub002,open,somatovisual balance,max-vtpm V3,slow,rt,500pre,source,alpha,-0.869486154983451
sub002,closed,visual power,vtpm V1,correct,accuracy,500pre,source,alpha,0.0147176292820652
sub002,closed,visual power,vtpm V1,incorrect,accuracy,500pre,source,alpha,0.152272292694467
sub002,closed,visual power,vtpm V1,correct_e,accuracy_e,500pre,source,alpha,0.11520365936695
sub002,closed,visual power,vtpm V1,incorrect_e,accuracy_e,500pre,source,alpha,0.152272292694467
