sub,eye,measure,window,compare,cond,value
sub020,open,somato lat,stim500pre,accuracy_e,correct_e,0.31
sub020,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.284
sub020,open,somato lat,stim500pre,rt,fast,0.287
sub020,open,somato lat,stim500pre,rt,slow,0.393
sub020,closed,somato lat,stim500pre,accuracy,correct,0.079
sub020,closed,somato lat,stim500pre,accuracy,incorrect,0.145
sub020,closed,somato lat,stim500pre,accuracy_e,correct_e,-0.011
sub020,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.145
sub020,closed,somato lat,stim500pre,rt,fast,0.021
sub020,closed,somato lat,stim500pre,rt,slow,0.133
sub020,open,somato lat,stim1000pre,accuracy,correct,0.231
sub020,open,somato lat,stim1000pre,accuracy,incorrect,0.145
sub020,open,somato lat,stim1000pre,accuracy_e,correct_e,0.189
sub020,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.145
sub020,open,somato lat,stim1000pre,rt,fast,0.275
sub020,open,somato lat,stim1000pre,rt,slow,0.192
sub020,closed,somato lat,stim1000pre,accuracy,correct,0.052
sub020,closed,somato lat,stim1000pre,accuracy,incorrect,0.089
sub020,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.063
sub020,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.089
sub020,closed,somato lat,stim1000pre,rt,fast,0.052
sub020,closed,somato lat,stim1000pre,rt,slow,0.045
sub021,open,somato lat,stim500pre,accuracy,correct,0.086
sub021,open,somato lat,stim500pre,accuracy,incorrect,0.114
sub021,open,somato lat,stim500pre,accuracy_e,correct_e,0.069
sub021,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.114
sub021,open,somato lat,stim500pre,rt,fast,0.13
sub021,open,somato lat,stim500pre,rt,slow,0.041
sub021,closed,somato lat,stim500pre,accuracy,correct,0.02
sub021,closed,somato lat,stim500pre,accuracy,incorrect,-0.039
sub021,closed,somato lat,stim500pre,accuracy_e,correct_e,0.059
sub021,closed,somato lat,stim500pre,accuracy_e,incorrect_e,-0.039
sub021,closed,somato lat,stim500pre,rt,fast,-0.025
sub021,closed,somato lat,stim500pre,rt,slow,0.056
sub021,open,somato lat,stim1000pre,accuracy,correct,0.129
sub021,open,somato lat,stim1000pre,accuracy,incorrect,0.089
sub021,open,somato lat,stim1000pre,accuracy_e,correct_e,0.082
sub021,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.089
sub021,open,somato lat,stim1000pre,rt,fast,0.184
sub021,open,somato lat,stim1000pre,rt,slow,0.067
sub021,closed,somato lat,stim1000pre,accuracy,correct,0.019
sub021,closed,somato lat,stim1000pre,accuracy,incorrect,0.088
sub021,closed,somato lat,stim1000pre,accuracy_e,correct_e,-0.02
sub021,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.088
sub021,closed,somato lat,stim1000pre,rt,fast,0.008
sub021,closed,somato lat,stim1000pre,rt,slow,0.021
sub022,open,somato lat,stim500pre,accuracy,correct,0.123
sub022,open,somato lat,stim500pre,accuracy,incorrect,0.161
sub022,open,somato lat,stim500pre,accuracy_e,correct_e,0.066
sub022,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.161
sub022,open,somato lat,stim500pre,rt,fast,0.08
sub022,open,somato lat,stim500pre,rt,slow,0.166
sub022,closed,somato lat,stim500pre,accuracy,correct,0.133
sub022,closed,somato lat,stim500pre,accuracy,incorrect,0.203
sub022,closed,somato lat,stim500pre,accuracy_e,correct_e,0.133
sub022,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.203
sub022,closed,somato lat,stim500pre,rt,fast,0.174
sub022,closed,somato lat,stim500pre,rt,slow,0.091
sub022,open,somato lat,stim1000pre,accuracy,correct,0.107
sub022,open,somato lat,stim1000pre,accuracy,incorrect,0.047
sub022,open,somato lat,stim1000pre,accuracy_e,correct_e,0.173
sub022,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.047
sub022,open,somato lat,stim1000pre,rt,fast,0.024
sub022,open,somato lat,stim1000pre,rt,slow,0.191
sub022,closed,somato lat,stim1000pre,accuracy,correct,0.147
sub022,closed,somato lat,stim1000pre,accuracy,incorrect,0.196
sub022,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.081
sub022,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.196
sub022,closed,somato lat,stim1000pre,rt,fast,0.124
sub022,closed,somato lat,stim1000pre,rt,slow,0.169
sub023,open,somato lat,stim500pre,accuracy,correct,0.155
sub023,open,somato lat,stim500pre,accuracy,incorrect,0.116
sub023,open,somato lat,stim500pre,accuracy_e,correct_e,0.051
sub023,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.116
sub023,open,somato lat,stim500pre,rt,fast,0.163
sub023,open,somato lat,stim500pre,rt,slow,0.143
sub023,closed,somato lat,stim500pre,accuracy,correct,0.134
sub023,closed,somato lat,stim500pre,accuracy,incorrect,0.179
sub023,closed,somato lat,stim500pre,accuracy_e,correct_e,0.043
sub023,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.179
sub023,closed,somato lat,stim500pre,rt,fast,0.181
sub023,closed,somato lat,stim500pre,rt,slow,0.081
sub023,open,somato lat,stim1000pre,accuracy,correct,0.131
sub023,open,somato lat,stim1000pre,accuracy,incorrect,0.066
sub023,open,somato lat,stim1000pre,accuracy_e,correct_e,0.105
sub023,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.066
sub023,open,somato lat,stim1000pre,rt,fast,0.111
sub023,open,somato lat,stim1000pre,rt,slow,0.148
sub023,closed,somato lat,stim1000pre,accuracy,correct,0.087
sub023,closed,somato lat,stim1000pre,accuracy,incorrect,0.219
sub023,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.18
sub023,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.219
sub023,closed,somato lat,stim1000pre,rt,fast,0.113
sub023,closed,somato lat,stim1000pre,rt,slow,0.058
sub024,open,somato lat,stim500pre,accuracy,correct,0.035
sub024,open,somato lat,stim500pre,accuracy,incorrect,0.002
sub024,open,somato lat,stim500pre,accuracy_e,correct_e,-0.045
sub024,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.002
sub024,open,somato lat,stim500pre,rt,fast,0.032
sub024,open,somato lat,stim500pre,rt,slow,0.045
sub024,closed,somato lat,stim500pre,accuracy,correct,0.013
sub024,closed,somato lat,stim500pre,accuracy,incorrect,0.094
sub024,closed,somato lat,stim500pre,accuracy_e,correct_e,0
