sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub003,open,auditory lateralisation index,max,correct,accuracy,500pre,source,alpha,-0.112755260510934
sub003,open,auditory lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.11796924810531
sub003,open,auditory lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,0.00264992654786428
sub003,open,auditory lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.11796924810531
sub003,open,auditory lateralisation index,max,fast,rt,500pre,source,alpha,-0.193487903719987
sub003,open,auditory lateralisation index,max,slow,rt,500pre,source,alpha,0.00532368574068741
sub003,closed,visual power,Brodmann,correct,accuracy,500pre,source,alpha,-0.0745453138078089
sub003,closed,visual power,Brodmann,incorrect,accuracy,500pre,source,alpha,-0.0756213497906602
sub003,closed,visual power,Brodmann,correct_e,accuracy_e,500pre,source,alpha,-0.0154847594213847
sub003,closed,visual power,Brodmann,incorrect_e,accuracy_e,500pre,source,alpha,-0.0756213497906602
sub003,closed,visual power,Brodmann,fast,rt,500pre,source,alpha,0.0248366136232333
sub003,closed,visual power,Brodmann,slow,rt,500pre,source,alpha,-0.196351920417298
sub003,closed,auditory power,max,correct,accuracy,500pre,source,alpha,-0.0511692050044147
sub003,closed,auditory power,max,incorrect,accuracy,500pre,source,alpha,-0.110490198399516
sub003,closed,auditory power,max,correct_e,accuracy_e,500pre,source,alpha,-0.0769869072204766
sub003,closed,auditory power,max,incorrect_e,accuracy_e,500pre,source,alpha,-0.110490198399516
sub003,closed,auditory power,max,fast,rt,500pre,source,alpha,-0.000466455244063479
sub003,closed,auditory power,max,slow,rt,500pre,source,alpha,-0.10198129054146
sub003,closed,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,0.0828207998822843
sub003,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,-0.0107458793432511
sub003,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,-0.0704391039460763
sub003,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,-0.0107458793432511
sub003,closed,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.0174670695080425
sub003,closed,somato lateralisation index,max,slow,rt,500pre,source,alpha,0.129471807453206
sub003,closed,somatovisual balance,max-Brodmann,correct,accuracy,500pre,source,alpha,0.664524752191511
sub003,closed,somatovisual balance,max-Brodmann,incorrect,accuracy,500pre,source,alpha,0.630097456603952
sub003,closed,somatovisual balance,max-Brodmann,correct_e,accuracy_e,500pre,source,alpha,0.691144375475619
sub003,closed,somatovisual balance,max-Brodmann,incorrect_e,accuracy_e,500pre,source,alpha,0.630097456603952
sub003,closed,somatovisual balance,max-Brodmann,fast,rt,500pre,source,alpha,0.633264790158484
sub003,closed,somatovisual balance,max-Brodmann,slow,rt,500pre,source,alpha,0.708575417133895
sub003,closed,auditory lateralisation index,max,correct,accuracy,500pre,source,alpha,0.00247890683078777
sub003,closed,auditory lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.136409845060982
sub003,closed,auditory lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,-0.00192548692410929
sub003,closed,auditory lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.136409845060982
sub003,closed,auditory lateralisation index,max,fast,rt,500pre,source,alpha,-0.0583559625417952
sub003,closed,auditory lateralisation index,max,slow,rt,500pre,source,alpha,0.0385305156102633
sub003,open,visual power,Brodmann,correct,accuracy,500pre,source,beta,-0.0891789713855181
sub003,open,visual power,Brodmann,incorrect,accuracy,500pre,source,beta,0.149168874738344
sub003,open,visual power,Brodmann,correct_e,accuracy_e,500pre,source,beta,-0.0340844254507194
sub003,open,visual power,Brodmann,incorrect_e,accuracy_e,500pre,source,beta,0.149168874738344
